"global_run_id","run_id","accuracy","sensibilidad","especificidad","kappa","energy_consumed","gen_bacthsize","gen_epochs","gen_lr","gen_act_1","gen_act_2","gen_act_3","initdate","enddate","duration","co2_emissions","meter","cpu_energy","gpu_energy","ram_energy","tracking_mode","gpu_usage","architecture","epochs_reached"
"27bfba44-00c4-4355-a3e6-7636fafae56f","3545e8cc-86b5-41a6-9951-9b45beda9b77",67.592354,0,0,0.6399218,0.106619984,64,90,0.001,"","","","2024-03-18T03:18:01","2024-03-18T03:38:03",1202.0,,openzmeter,0.0,0.0,0.0,machine,0,alexnet,81
"27bfba44-00c4-4355-a3e6-7636fafae56f",fee88bd7-03f7-4cb5-97c0-8029a5f6d820,67.592354,0,0,0.6399218,0.081691444,64,90,0.001,"","","","2024-03-18T03:18:00","2024-03-18T03:38:03",1202.9529,0.015836949,codecarbon_filter,0.02031141,0.045666646,0.015713386,machine,0,alexnet,81
"27bfba44-00c4-4355-a3e6-7636fafae56f",ed7e259d-b8ce-4a80-a946-7c364d8dce10,67.592354,0,0,0.6399218,0.09118812,64,90,0.001,"","","","2024-03-18T03:18:00","2024-03-18T03:38:03",1202.695,0.017678002,codecarbon,0.020047354,0.055043135,0.016097628,machine,0,alexnet,81
"2df5e638-85d6-473c-ab3f-fa409f70a23b","092b1adb-f3aa-4627-a984-e51bdbdb6df5",81.42675,0,0,0.7936041,0.0870648,64,90,0.001,"","","","2024-03-19T19:27:39","2024-03-19T19:47:44",1205.619,0.017370734,eco2ai,0.0,0.0,0.0,process,0,resnet18,67
"2df5e638-85d6-473c-ab3f-fa409f70a23b","0a8b971b-eaba-439c-896d-e651fda6c7de",81.42675,0,0,0.7936041,0.092001416,64,90,0.001,"","","","2024-03-19T19:27:38","2024-03-19T19:47:46",1207.223,0.017835671,codecarbon_proc_filter,0.02000951,0.070027724,0.0019641838,process,0,resnet18,67
"2df5e638-85d6-473c-ab3f-fa409f70a23b",dd9d8cf3-af8d-4215-a537-6ac91b08a1d6,81.42675,0,0,0.7936041,0.10150252,64,90,0.001,"","","","2024-03-19T19:27:39","2024-03-19T19:47:46",1206.9126,0.019677583,codecarbon_proc,0.020006245,0.079440586,0.002055687,process,0,resnet18,67
"2df5e638-85d6-473c-ab3f-fa409f70a23b","6c0a150a-ef42-4f48-b0c5-afc9c5a03a89",81.42675,0,0,0.7936041,0.105765335,64,90,0.001,"","","","2024-03-19T19:27:38","2024-03-19T19:47:45",1206.5735,0.020503985,codecarbon_filter,0.020002825,0.0700117,0.015750814,machine,0,resnet18,67
"2df5e638-85d6-473c-ab3f-fa409f70a23b","8a3bb47e-0207-4812-82e9-38810a29658f",81.42675,0,0,0.7936041,0.115427814,64,90,0.001,"","","","2024-03-19T19:27:38","2024-03-19T19:47:45",1206.2273,0.022377182,codecarbon,0.019870242,0.07941956,0.016138008,machine,0,resnet18,67
"2df5e638-85d6-473c-ab3f-fa409f70a23b","2aaf58ad-b820-4ec4-a80d-dc21d7787f21",81.42675,0,0,0.7936041,0.14239436,64,90,0.001,"","","","2024-03-19T19:27:39","2024-03-19T19:47:45",1206.0,0.024069553,carbontracker_proc,0.0,0.0,0.0,process,0,resnet18,67
"2df5e638-85d6-473c-ab3f-fa409f70a23b","2aaf58ad-b820-4ec4-a80d-dc21d7787f21",81.42675,0,0,0.7936041,0.15706706,64,90,0.001,"","","","2024-03-19T19:27:39","2024-03-19T19:47:45",1206.0,0.026549745,carbontracker,0.0,0.0,0.0,machine,0,resnet18,67
